order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
7c0659561e8e95e839b8a4f9f4b6fab9,a08d823689fb2cf5ac00c9f9dbb7fd36,canceled,2018-05-19 23:33:33,2018-05-20 00:53:10,2018-05-20 01:53:10,2018-05-23 01:53:10,2018-06-04,a62a003390fcdcaf2eaa2faa524ab517,1,Falta de acompanhamento ,Maior controle de estoque.... colocar l produto como indisponível antes do cliente comprar para q não tenhamos todo esse transtorno no cancelamento.,2018-06-06,2018-06-06 10:33:42
a9c8ac0c26c178f0ad33618f96225a01,727ab4449f530b9af13f40fa8e528bff,canceled,2018-07-22 23:36:14,2018-07-23 12:31:55,2018-07-23 13:31:55,2018-07-26 13:31:55,2018-08-07,3399c230c47b20e122f6b143546b61a7,2,descaso com o cliente,"muito ruim, atendimento somente eletronico, vc é obrigado a esperar pele boa vontade da loja para entrar em contato.",2018-08-09,2018-08-09 11:42:26
541d81a8afee2348b192cc10df37367c,c7148da8b575be2e41e23cb3e34edf5b,canceled,2018-05-07 17:46:04,2018-05-07 18:34:41,2018-05-08 18:34:41,2018-05-11 18:34:41,2018-05-29,3b154b4c157def879c7528064a4a0834,3,Sem comentários ,Ok.,2018-05-31,2018-06-02 14:38:54
5d9c5817e278892b7498d90bfa28ade8,b583a7efe4522c8ce8942bd47f33d487,canceled,2018-04-26 08:13:54,2018-04-26 08:32:52,2018-04-26 09:32:52,2018-04-29 09:32:52,2018-05-10,d7aab6a7134b55c71503d87cb1bf2206,1,Cade meu PEDIDO ???,"No pedido esta como cancelado confome pedido, mas eu nao pedi. Desejo meu PRODUTO.. segunda entrarei em contato com o PROCON",2018-05-12,2018-05-12 15:29:59
5627a31940ca40213ead4a6a71e7b386,48d301b5b8df06178be995e0ae887bbe,canceled,2018-05-21 12:22:10,2018-05-21 15:34:08,2018-05-21 16:34:08,2018-05-24 16:34:08,2018-05-29,7b5e51ee142f55b048b44e6fc8ef20b5,1,Não veio nada ainda ,"Compreendo que estávamos em
Greve mais até quando chega ",2018-05-31,2018-05-31 04:21:55
c7da51b752a41bf0fc419eb6b929b582,e1655c7d605b0ed5ec8fc10043ef3076,canceled,2018-07-04 13:11:55,2018-07-05 16:35:10,2018-07-06 16:35:10,2018-07-09 16:35:10,2018-07-23,efb0886cab0e624dbafaebbdc9b58a65,1,Produto não entregue,Produto pago a vista e não foi entregue,2018-07-25,2018-07-25 11:41:59
66418c06e5f1b83ea04c3d1a7221db5d,5489b0dfffe293c1007436f4a0b1544c,canceled,2018-05-07 15:02:10,2018-05-07 16:52:49,2018-05-08 16:52:49,2018-05-11 16:52:49,2018-05-22,5e7d9b46a5ac5c13238043a5e966123d,1,não recebi,não recebi o produto!,2018-05-24,2018-05-24 13:09:27
a9569e5470a944e2c8787ab08b6e26ed,deac5870962fbc4af64040f2cbfd57d9,canceled,2018-07-20 14:04:13,2018-07-24 11:32:54,2018-07-24 12:32:54,2018-07-27 12:32:54,2018-08-07,3fcf660ced1f16fb7b3a389722102862,1,nunca mais !!!,"não entregou a mercadoria !!!
",2018-08-11,2018-08-14 01:10:56
93aa3d58f7f2a97010801f8ff8dc45a5,0496b71ebc90246e3e2ed28846651580,canceled,2018-04-29 10:04:24,2018-05-01 05:35:29,2018-05-01 06:35:29,2018-05-04 06:35:29,2018-05-14,4fd3d9be6e354b0ffc52f94594ea9758,1,0,Ao invés de vocês se preocuparem em resolver o problema da entrega do produto. Ficam enchendo o saco com avaliação.Comprei o produto no dia 29/04/2018 para ser entregue no dia 15/05/2018. Atéagoranada,2018-05-17,2018-05-20 15:16:31
a37ddd895baf6a663cd42465aa1a1d10,b70f3b9d478cfceb437d77c3c6e1b251,canceled,2018-07-03 23:02:29,2018-07-05 16:30:45,2018-07-06 16:30:45,2018-07-09 16:30:45,2018-07-27,0bb09618b24d6de1e9bf4fee647023ae,1,demora e não entrega,péssimo,2018-07-29,2018-07-29 13:00:06
7ef8671acf9060d60ac3eb8616a99627,318f51c7ee5c251d5769f325157ef513,canceled,2018-06-18 23:29:27,2018-06-18 23:57:01,2018-06-19 23:57:01,2018-06-22 23:57:01,2018-07-13,f17092542f35cec5a1246603fa4932a8,1,Não recorrendo,Vendeu um produto que não tinhas e demorou muito pra entrar em contato para cancelar o pedido. ,2018-07-15,2018-07-15 13:50:13
83630f2412ec5ad7dc40991d1225e93c,ad6d2a29482345c8f02cc58311e11312,canceled,2018-08-14 15:26:11,2018-08-14 15:44:11,2018-08-14 16:44:11,2018-08-17 16:44:11,2018-08-24,2d482ea65c1e7495e4ef4226d0a33013,1,Péssimo atendimento.,"A mascara era para chegar dia 24 de agosto de 2018 e até agora nada. Mandei um e-mail e me pediram 48 horas para uma resposta. O tempo de entrega já é longo e ainda atrasa. Descaso total.
",2018-08-26,2018-08-26 22:35:45
ab6d84885a2b1513ec4035973c08460f,97daaee8d701a5059c4256c17ef8bc5d,canceled,2018-08-04 10:54:42,2018-08-04 11:05:10,2018-08-04 12:05:10,2018-08-07 12:05:10,2018-08-13,ac348e3b4981c58e13e69ff917a5ca16,1,Não recomendo,compra feita 04/08 para ser entregue em 5 dias uteis apos pagamento que foi aprovado no momento da compra. em 16/08 ainda nao recebi.,2018-08-15,2018-08-16 13:24:54
41262f14e0abde70b2d3683fe4b257d6,9d8cd38359ef7bd7197fe4fb0ceaf038,canceled,2018-06-26 18:51:52,2018-06-26 19:18:36,2018-06-27 19:18:36,2018-06-30 19:18:36,2018-07-20,95ba29208d5172ce9f9890946cd6e30a,1,Produto não entregue ,"Péssima empresa, não entregam os produtos. ",2018-07-22,2018-07-24 03:26:54
c9db1bfe07af2c4724a461a704c1ec67,9f8afaa4902b9196098e0c341bbe683a,canceled,2018-07-30 16:52:00,2018-07-30 19:31:37,2018-07-31 19:31:37,2018-08-03 19:31:37,2018-08-10,1b3b554186c17b4b95292ce62d710f07,1,Não recebi o produto,Realizei a compra em 30/07 e até agora não recebi o produto.,2018-08-12,2018-08-13 12:41:40
77afc8cdc7d93975016850b0b1b02c90,6478510b2c0573351a3bf335b4635c34,canceled,2018-08-15 22:39:11,2018-08-15 22:50:16,2018-08-16 22:50:16,2018-08-19 22:50:16,2018-08-20,7a9f29190c725f976db34c9757450609,1,NÃO RECOMENDO,Vendem um produto sem ter em estoque e só avisam depois que a NF foi emitida e simplesmente mandam o cliente se virar para cancelar junto ao stark!!,2018-08-22,2018-08-24 11:26:21
cadd4c5765abf658117f2cc7e2a639c2,939c6ecf27d8c32e7956b4a2a468326d,canceled,2018-08-10 21:20:04,2018-08-10 21:30:18,2018-08-11 21:30:18,2018-08-14 21:30:18,2018-08-24,0c9b6ca9b3beaf0fd5d621f63844ea01,5,prazo entrega,"Espero receber esta semana, o que não seria tão extravagante, porém...mais atrazo do que isso me faria desistir do baratheon.",2018-08-26,2018-08-29 02:48:21
cb3d8a1cca3468a5e99f78eaf49bce40,4481945a0554d214e5a43452060d68a9,canceled,2018-07-14 00:52:45,2018-07-14 01:05:10,2018-07-14 02:05:10,2018-07-17 02:05:10,2018-07-26,cfa79cb33e0df39678b56d4cd070f3f7,1,Falta do produto,"Fui comunicado que o produto estava em falta, não o recebi a compra precisa ser cancelada.",2018-07-28,2018-07-28 11:12:47
671ac88df4b1b29a8c7a049140189bcd,46c370da1eb308908760b4b8e7a34675,canceled,2018-06-20 20:54:17,2018-06-20 21:18:18,2018-06-21 21:18:18,2018-06-24 21:18:18,2018-07-05,1ed82c4307741e4d0837cb3a24741320,1,Não Recomendo,"Ainda não entregaram o produto (data máxima de entrega já esgotou). Espero que mesmo com atraso eu receba o produto. Não houve nenhuma informação por email ou telefone, o porque da não entrega.",2018-07-07,2018-07-07 21:59:46
991dc90330a54fbf3461dec5bf8226ec,0e25b9588076baf393cba1ce1a47567e,canceled,2018-08-06 23:03:09,2018-08-06 23:15:19,2018-08-07 23:15:19,2018-08-10 23:15:19,2018-08-16,38fef6987a6dbeef881c4ab6e47460e5,1,B2W malandra,B2W ANUNCIA produto que não tem para vender o que compromete a confiança do consumidor na marca. ,2018-08-18,2018-08-18 03:57:10
162b2345ef3cc0551c0a32058840a2ec,d08c285eb2ad222ad414f308573afa2f,canceled,2018-07-21 17:59:37,2018-07-21 18:10:10,2018-07-22 18:10:10,2018-07-25 18:10:10,2018-08-06,0159077dd9d4cb22186f4a0c65ac61da,1,ruim,"Estou preocupado, pois até agora não recebi o produto, e nem fui comunicado o porque está atrasado.",2018-08-08,2018-08-08 13:09:05
618ab5fa2138dcabd9046d13f1294fb9,816d4cd64d43fd04e499508c50e2ed9a,canceled,2018-07-23 09:52:09,2018-07-24 11:32:39,2018-07-24 12:32:39,2018-07-27 12:32:39,2018-07-31,abbabc3ce3d3a53e79181ef5c2adca17,2,Pedido ainda não entregue,A previsão de entrega do produto era dia 01/08/2018. Estamos no dia 03/08/2018 e ainda não recebemos (nem o produto nem NF).,2018-08-03,2018-08-03 12:10:59
f76d5b8ea5928ea9b289b5f485e4846a,8a770dcc0e2b3c409df0707de0894e36,canceled,2018-05-15 13:17:14,2018-05-17 03:34:46,2018-05-17 04:34:46,2018-05-20 04:34:46,2018-06-01,1d4f493b0fc2f3c19ff62dabc9504129,1,"Horrível, uma fraude!!!!","Oferta falsa, não comprem !! Não entregam, não existe produto! ",2018-06-07,2018-06-09 03:40:19
454a297f19c15e3f7a16c16961029402,d1bae39e16e67e0de7db76605561f3cd,canceled,2018-06-15 23:27:00,2018-06-19 03:36:36,2018-06-19 04:36:36,2018-06-22 04:36:36,2018-07-12,d43c9dcdb7c9e532f0d0e686a95d8734,1,Resolva o problema ,O produto ou meu dinheiro de volta ... lannister avalie melhor as suas lojas parceiras .,2018-07-15,2018-07-16 01:48:39
3f5d83fd2c551b9eeac583644c97ad09,1e0237f70c24e0232e8b7e0e12953a36,canceled,2018-04-13 10:52:21,2018-04-14 10:50:52,2018-04-14 11:50:52,2018-04-17 11:50:52,2018-04-25,c2f7b59188bbbbcd2e6c8e877212a160,1,Insatisfação ,Fiz uma compra q foi cancelada por vcs. Tentei por diversas vezes falar com vcs contudo não fui atendido. Não sei pq minha compra foi cancelada? Ninguém entrou em contato e não consigo ser atendido,2018-04-28,2018-04-30 04:16:58
ded456690bcb2ffd4def86541479037f,e72188520e7450d41369c84fed0a4b68,canceled,2018-08-24 06:58:50,2018-08-24 11:45:18,2018-08-24 12:45:18,2018-08-27 12:45:18,2018-08-29,a38a071b913a47b0990806e07409d454,5,Pedido em espera ,"Recebi um email informando sobre devolução do produto, porém desconheço essa solicitação não foi eu quem fez. Continuo aguardando a entrega dentro do prazo informado.",2018-08-31,2018-08-31 09:32:55
058e0a8627dc25b49eae4ce6ca658cb8,ef48ea66fb39a13e1310b36b676e29e7,canceled,2018-05-10 13:10:44,2018-05-15 07:14:53,2018-05-15 08:14:53,2018-05-18 08:14:53,2018-05-28,b5e71e87bfbbcd2a826b9610bac99680,1,atraso na entrega,nao recebi meu produto e nem uma posição sobre o mesmo,2018-06-03,2018-06-04 15:31:34
0a0e76ba55e310fd24657a1f532b97c1,faf4c7a6a07938227b98f454caee1814,canceled,2018-06-24 14:49:59,2018-06-24 15:18:57,2018-06-24 16:18:57,2018-06-27 16:18:57,2018-07-20,3fc3a51ee4c3103dbb5ec0f505703457,1,Aguardando,"É a segunda vez que compro o mesmo produto, a primeira vez a compra foi cancelada pois a loja não entregou o produto, dessa vez continuo esperando",2018-07-22,2018-07-24 10:21:50
2922d9dd6672241cb658a40bf507e4b1,6b75995c62a24fe0ecf2ba831c454632,canceled,2018-07-11 09:55:49,2018-07-11 10:06:23,2018-07-11 11:06:23,2018-07-14 11:06:23,2018-07-25,762e58e3ed6be85bec8b46548515ecb9,1,Decepcionado,"Recebi um e-mail de que não enviariam pois não tem o produto em estoque, mas estornariam o dinheiro.. porém veio a cobrança no meu cartão da primeira parcela, como vamos resolver?",2018-07-27,2018-07-27 17:04:46
c80cc9af6bd1c32747e2f79bc4ad031e,f9587fa6065768be96b7267f865a407c,canceled,2018-06-23 17:34:33,2018-06-23 17:55:45,2018-06-24 17:55:45,2018-06-27 17:55:45,2018-07-05,48fcd835a9f588c5ed2175b71528185b,1,compra cancelada pelo ven,A compra foi cancelada sem eu ter solicitado!,2018-07-07,2018-07-09 13:40:03
d43302fdeb00a216e03f8c14c1aa95c5,077df306cf5b17588bc5bf9a56e0c088,canceled,2018-04-13 10:14:55,2018-04-13 10:32:31,2018-04-13 11:32:31,2018-04-16 11:32:31,2018-04-25,ac2f30d1abe1b0de00cb14bdd582c84b,1,Cuidado! Propag enganosa!,"Essa empresa fez uma promoção, descontou do meu cartao e depois não tinha o produto para enviar! Seu não fosse atras não saberia de nada...
Sai muito prejudicado nessa história!
Tenham cuidado!!!!",2018-04-27,2018-04-29 13:26:58
2b68bb35779189904b0cd730eaba3d1d,0d6dfc6e464d9f10db213e8b1898e4b1,canceled,2018-05-08 10:11:16,2018-05-08 10:31:31,2018-05-08 11:31:31,2018-05-11 11:31:31,2018-06-04,f4d38adc260998d028d410f3bc1e0c3f,1,Ressalva,Houve um erro com o pedido e o dinheiro foi devolvido,2018-06-06,2018-06-06 20:06:22
fc3c882665c98c9b737a7b1b3aa6c553,01866d949d55c81c28d255114948b72b,canceled,2018-04-17 18:41:50,2018-04-17 18:55:18,2018-04-18 18:55:18,2018-04-21 18:55:18,2018-05-04,85b2ed91f75f6749e0e4cc0fbc7ea450,1,Péssimo,"Pedido ainda está aguardando nota fiscal,a loja é péssima",2018-05-06,2018-05-06 10:07:29
078f6a01964ee122ef20881df839af31,2b7ae7a532ff538ce88f6bfdd2cb564c,canceled,2018-08-06 11:06:21,2018-08-06 11:15:27,2018-08-06 12:15:27,2018-08-09 12:15:27,2018-08-16,815018ecb191fd9d1cadd856c1447762,1,Produto não recebido,Não recebi o produto que esta sendo cobrado no meu cartão de credito.,2018-08-18,2018-08-20 11:53:15
583174fbe37d3d5f0d6661be3aad1786,e545e697bb9d1b81e0a702121d4e94d5,canceled,2018-08-04 19:25:07,2018-08-05 19:24:33,2018-08-06 19:24:33,2018-08-09 19:24:33,2018-08-13,373cbeecea8286a2b66c97b1b157ec46,1,Não chegou meu produto ,Péssimo,2018-08-15,2018-08-15 04:10:37
14cfc006132ad861a3d1b6c7bb9fd8a6,59d32780c34796d374ccbf0c02dcb417,canceled,2018-05-01 11:45:29,2018-05-01 12:14:41,2018-05-01 13:14:41,2018-05-04 13:14:41,2018-05-18,423dbe2727474419538a9be1da33813d,1,Péssima experiência,Não recebi o produto e ainda não foi ressarcido o valor pago!,2018-05-20,2018-05-20 09:59:57
d67b79fea59821fda4d363d337a56c3a,f2bea5055b5b15b6b57d07408a1c454a,canceled,2018-08-14 11:17:20,2018-08-14 11:44:14,2018-08-14 12:44:14,2018-08-17 12:44:14,2018-08-20,271d0a476cdaa6f4b9be6d3523cdb05e,1,Vc paga e não entregam,"Empresa simplesmente não entregou o produto, nao consigo cancelar a compra e foi cobrado... Exijo soluçao imediata e extorno dos valores.",2018-08-22,2018-08-22 14:41:47
98464a5096e400810b94bb93f38924c9,24301c6ce48874a51221d4e5584a7885,canceled,2018-07-12 12:01:37,2018-07-12 12:15:29,2018-07-12 13:15:29,2018-07-15 13:15:29,2018-08-07,92884384448a83b05970a80735f2ff8c,1,Loja recusou a entregar,"Loja disse que não tinha mercadoria em estoque, após 3 semanas do pedido, e simplesmente cancelou o pedido!",2018-08-09,2018-08-09 12:56:46
0a7f4604ee9cab65020038275efe1d76,f1f47119f889031980d7fad6a0b0c62f,canceled,2018-07-08 18:44:18,2018-07-10 04:35:13,2018-07-10 05:35:13,2018-07-13 05:35:13,2018-07-27,1b0d360c98484735dc94be4ae54eb24a,1,Decepção,Quase um mês e nada,2018-07-28,2018-07-28 22:42:21
a162da83b66ff8c619d83b87c1de93b9,9dfa54220517b2eceea1134d006e2fba,canceled,2018-08-07 14:27:32,2018-08-07 14:44:55,2018-08-07 15:44:55,2018-08-10 15:44:55,2018-08-21,d8bef0bbad507b83d991b958f50b33f3,1,não recebi,não recebi o produto no prazo previsto,2018-08-23,2018-08-23 19:38:10
4c1eb4e6d52d42048614e4c46f3c5f9e,a830ee143fc6569553949bd8b06fc776,canceled,2018-08-03 18:52:57,2018-08-04 04:10:22,2018-08-04 05:10:22,2018-08-07 05:10:22,2018-08-22,b1f535ff6be46db30d5b616514d6918c,1,Entrega ,Infelizmente n fiquei feliz passou o prazo ainda não recebi a mercadoria ,2018-08-25,2018-08-27 11:03:21
0b16257b1b7ee0922ea03954f2cae85a,b0344db4bb1741ab32ee52ef092b2572,canceled,2018-08-07 18:31:25,2018-08-07 18:44:50,2018-08-08 18:44:50,2018-08-11 18:44:50,2018-08-10,253c1413b2b550b3799ee9b7f53ed20f,3,"sim, recomendo ***",Quando da compra me foi dito que o produto seria entregue até o dia 10/08/2018 E até o momento não foi entregue...,2018-08-12,2018-08-12 11:46:45
8501926dd0837d694fc5af339c02a6b2,d2ef89d49d17e2fc893a8ba62913d2d1,canceled,2018-08-07 22:50:37,2018-08-07 23:05:23,2018-08-08 23:05:23,2018-08-11 23:05:23,2018-08-20,c8a569aa89b57ea3f138777d7820890c,1,nao recomendo,segunda vez que comprei o mesmo produto e nao recebi site ridiculo nao entrega o que vende quem quizer comprar compra sabendo que sao enganadores ,2018-08-22,2018-09-03 21:51:17
